number,title,country
262653,PORTALMAIL INFORMATICA LTDA,BR
262652,R4C Serviços de Informática Ltda,BR
262655,Tribunal Regional do Trabalho 5a Região,BR
262654,Governo do Estado do Rio Grande do Norte,BR
262657,DENDENA E CIA LTDA ME,BR
262656,Nova Link Caxias Telecom LTDA,BR
62576,USVD-24 - USVD LLC,US
56995,NETSTREAM,PS
9197,"BECOMGMBH-AS Germany, D-35578 Wetzlar",DE
40949,FLEXITYSOLUTIONS-1 - FLEXITY SOLUTIONS INC,CA
2428,FR-ASNBLOCK2 INRIA-Rocquencourt,EU
16796,MERLIN-NET - MERLIN,CA
52386,"Banco Nacional de Credito, C.A.",VE
37320,NLA-AS,GH
2420,FR-ASNBLOCK2 INRIA-Rocquencourt,EU
2421,FR-ASNBLOCK2 INRIA-Rocquencourt,EU
2422,FR-RENATER-RAP Metropolitan Paris Academic Network,EU
2423,FR-ASNBLOCK2 INRIA-Rocquencourt,EU
2424,FR-ASNBLOCK2 INRIA-Rocquencourt,EU
198730,SBPCLOUD-AS,NL
2426,FR-RENATER-RUBIS RUBIS Metropolitan Area Network,FR
2427,FR-ASNBLOCK2 INRIA-Rocquencourt,EU
16345,BEE-AS Russia,RU
16344,IS-BG-AS Bulgarian ISP,BG
16347,RMI-FITECH,FR
198731,PRISCO-AS,ES
16340,IS-ASN IS-NET Autonomous System,PL
16342,TOYA TOYA Sp. z o.o.,PL
16792,"VWNA-AS1 - Volkswagen Group of America, Inc.",US
16349,FON-AS-2,ES
16348,PWC-FR France,FR
37532,ZAMREN,ZM
16793,"DATA-TRONICS - ArcBest Technologies, Inc.",US
61826,Nexthop Informatica Ltda.,BR
37321,-Reserved AS-,ZZ
265029,GUTIERY E MARTINS LTDA,BR
265028,Linkvida Telecom,BR
61822,EDNEY NUNES ZACARONE - ME,BR
198734,HIGHSKY-ASN,PL
61820,Ipunet Telecom,BR
61821,Barcelos Comércio de equipamentos de informatica,BR
265023,RAMOS E CARVALHO PROVEDOR DE ACESSO A REDE,BR
265022,VIP RIO TELECOMUNICAÇÕES LTDA - EPP,BR
265021,LINSFIBRA PROVEDOR DE INTERNET LTDA,BR
16791,DIGITAL-AGENT - Digital Agent,US
265027,Planetsat.telecom Ltda,BR
265026,ADNLINK TECNOLOGIA LTDA ME,BR
265025,PAINEIRAS NET TELECOM - EIRELI - ME,BR
265024,Radio Ativo Servicos de Internet LTDA,BR
52020,SYCOMP-AS,PL
52021,TEMP-OT,RS
52022,KLIMENKO-AA-AS ---Upstreams---,RU
52023,OPTICNET,RO
52024,KWIK-FIT-GB,GB
40942,CAPECODCC - Cape Cod Community College,US
52026,TRUF-AS,RS
52027,ASZALIO,CZ
52028,INFORMATION-TECHNOLOGY-COMPANY-AS,RU
52029,ASNOVOSEDLY,CZ
40943,"RURALBROADBAND - Rural Broadband, L.L.C.",US
53373,"MATH-INC - Mathematica, Inc.",US
53372,TGEN - TRANSLATIONAL GENOMICS RESEARCH INSTITUTE (TGEN),US
53371,MOZILLA-NET - Mozilla Corporation,US
4997,"AFS-WEST - American Fiber Systems, Inc.",US
53377,"GSC-WVECNORFOLKVA - Gannett Supply Corp. - Norfolk, VA",US
53376,"UTC-OVERSEAS - UTC Overseas, INC.",US
36958,CWSeychelles-AS,SC
36959,afczas,ZM
36956,MT-MPLS,MA
36957,MICROACCESS,NG
36954,MLTL-AS,NG
36955,Matrix-ASN1,CM
36952,KENCALL-EPZ,KE
36953,SNOWBALL,ZA
36950,-Reserved AS-,ZZ
36951,Derivco,ZA
21254,CTM-ASN,CH
21257,CDNNET-AS,UA
21256,"VIZOR-AS Lutsk, Ukraine",UA
21251,KINETIC-CENTRE Kinetic Business Autonomous System,GB
21250,TYFON Tyfon Svenska AB - Sweden,SE
21253,SWISSWEB-AS,CH
21252,NIKOIL-AS Bank IT Departament,RU
63464,SUNSASN - THE PHOENIX SUNS,US
52428,ASOCIACION REGIONAL DE COOPERATIVAS DE SERVICIOS PUBLICOS,AR
63466,AS-COMMU-166 - Communication Construction Services Inc.,US
63467,PADI-WW - PADI Worldwide Corp,US
21259,BBP Autonomus System,PL
63461,DF-INTERNET - Dean Foods Company,US
63462,SWINERTONINC-AS - Swinerton Incorporated,US
63463,EXPRESSSERVER-INTERNET - Express Employment Professionals,US
1814,CSC-300-AS1810-AS1815 - Computer Sciences Corporation,US
1815,CSC-300-AS1810-AS1815 - Computer Sciences Corporation,US
1816,"FSDN-LLC - Full Service Data Networks, LLC",US
1817,"AS-SCSENGINEERS - STEARNS, CONRAD AND SCHMIDT, CONSULTING ENGINEERS, INC.",US
1810,CSC-300-AS1810-AS1815 - Computer Sciences Corporation,US
1811,CSC-300-AS1810-AS1815 - Computer Sciences Corporation,US
1812,CSC-300-AS1810-AS1815 - Computer Sciences Corporation,US
1813,CSC-300-AS1810-AS1815 - Computer Sciences Corporation,US
1818,"DIALKENTUCKY - DIALOG TELECOMMUNICATIONS, INC.",US
1819,DCM-CABLE - DCM Cable Inc.,US
60139,Z-TELECOM,RU
44721,COESYS-AS,IT
58564,CHINATELECOM-GUANGDONG-FOSHAN-MAN CHINANET Guangdong province Dongguan network,CN
41011,CH-NET-AS,RO
57100,WEBNETWORK,UA
4995,Netup S.A.,CL
47230,NSNP-AS,RO
61354,DENOVO-AS,UA
60138,NAROON,IR
49433,RFB-AS,IR
49280,EPIAC-HU,HU
49431,KPMG-IT-AS,IT
49430,CONNECT-KVM-AS,RU
41010,WSIT-AS,RO
49436,AEODE-ANYCAST,GB
49435,INGATE-DE-AS,DE
49281,M100 LLC M100,RU
49439,LINK-SPB-AS,RU
49438,DATATECHUK,GB
49282,FICOLO,FI
49283,SETERA-AS,FI
37204,TELONE,ZW
49284,MT-AS Internet Service Provider,IT
28392,Secretaria de Finanzas del Gobierno del Estado de Jalisco,MX
59012,"ZZGIANT Zhengzhou GIANT Computer Network Technology Co., Ltd",CN
39709,EXTREME-AS,RU
199564,MPA-NET,SE
199565,NORTHTIC,FR
199566,INIC,NO
199567,SBA-AS,CH
199560,ENGRUP-NET,RU
199561,MTZ-REC-AS,BY
199562,EDIFICOM-AS,CH
199563,VMS-AS EMEA-AS,CH
264370,LWART LUBRIFICANTES LTDA,BR
264371,SKYNET TELECOMUNICACOES LTDA,BR
264372,INSTITUTO HERMES PARDINI SA,BR
264373,Virtual Net Telecomunicações LTDA,BR
199568,DIRRA,FR
199569,COGNIZANT-EU-AS,GB
264376,BAIDU BRASIL INTERNET LTDA,BR
264377,M2com Serviços de Telecomunicações Ltda.,BR
198215,POLIGON-AS ---------- Uplink DATAGROUP-AS-1 ------------,UA
198214,RUDNANET-AS,PL
198217,NIBENET,SE
198216,DIAMENT,PL
198211,EGGER-AS,AT
198210,BAYKALSR-AS,RU
198213,FREENET,SI
198212,ASTELENETSAYANSK,CZ
263681,IPTRIPLEPLAY LTD,BZ
263680,THOMAS GREG & SONS LIMITED (GUERNSEY) S.A.,CO
263683,Universidad de Costa Rica,CR
263682,CHILENETWORKS SPA,CL
263685,SOGEBANK,HT
198218,HTS-PET,DE
263687,Tucuman BBS S.R.L.,AR
263686,INET Communication,HN
3320,DTAG Internet service provider operations,DE
3321,SYNIVERSE-TECHNOLOGIES-APS,DK
58301,KEYSYSTEMS-AS,RU
3323,NTUA,GR
3324,AS3324_FUJITSU_SPAIN,ES
3325,"KSU Kazan, Russia",RU
3326,VOSTOK-UA,UA
197099,MULTINET24PL,PL
197096,LIGALINK,RU
197097,BIS-AS,RU
197094,LLOYDSTSB,JE
197095,NETATOR,DE
197092,-Reserved AS-,ZZ
197093,STRAUSS-CAFE-AS,PL
197090,OSL-AS,NO
197091,METROPORT,PL
264082,NATIVA NETWORK LTDA - ME,BR
264083,CONFEDERACAO BRASILEIRA DE FUTEBOL,BR
264080,MINISTERIO DE MINAS E ENERGIA,BR
264081,Rc Telecom,BR
264086,C.S TAVARES-ME,BR
264087,FUNDACAO PAULISTA DE TECNOLOGIA E EDUCACAO,BR
264084,Foxx Provider,BR
264085,EMME SERVICE EIRELI - EPP,BR
264088,Roberto dos Santos silva - me,BR
264089,SJNET Telecomunicações Ltda,BR
41015,GELKA-ASN,HU
53778,"BCML-ASN - Berenberg Capital Markets, LLC",US
45701,"MILLENINDO-AS-ID Internet Madju Abad Millenindo, PT",ID
45700,OAI-AS-ID Open Akamai Indonesia,ID
9633,SLC-AS-KR SUDOKWON Landfill Site Management Corp,KR
37201,BANK-WINDHOEK,NA
28397,"Jobnetworks de México, S.A. de C.V.",MX
45705,PPTIK-UGM-AS-ID PPTIK - UNIVERSITAS GADJAH MADA,ID
57783,-Reserved AS-,ZZ
41014,TOPDANMARK-AS,DK
45704,IDNIC-ID Indonesia Network Information Center,ID
43493,POWERMEDIA-AS,PL
132259,ZOLARCOLTD-HK Zolar Company Limited,HK
132258,SIS-GAMES-AS SIS Hosting,AU
59009,WXDATA QingDao WangXin Telcom Corp. Limited,CN
132255,PRIMOWIRELESS-NZ PrimoWireless Ltd,NZ
132254,PRIMADC-AS-AP PRIMA DC LIMITED,VU
132257,AREA9-AU Area9 IT Solutions,AU
132256,CTASAPL-AS-AP CGI Technologies and Solutions Australia Pty Ltd,AU
132251,COMPULINKINDIA-IN Compulink India,IN
132250,PNU-AS Princess of Naradhiwas University,TH
132253,CPFBOARD-SG 79 Robinson Road,SG
132252,"HKMPCL-HK 12/F Trans Asia Centre, 18 Kin Hong Street",HK
34082,YAHOO-AMA,GB
34083,ORG-AL161-RIPE,AM
28396,AITelecom S.A. de C.V.,MX
34081,INCUBATEC-AS V. Scurcia'str. 36,IT
34086,SCZN-AS,DE
34087,NTE-BREDBAND Transits:,NO
34085,NICO-BANK-AS,RU
34088,BELLAXA-AS,DE
34089,NEARMEDIC-AS,RU
43492,ELECTRONICS-BOX,PL
5217,DNIC-ASBLK-05120-05376 - DoD Network Information Center,US
132787,MNSPL-IN Helios IT Infrasolutions Pvt Ltd,IN
132786,HONG-AS-AP HONG KONG NEW TIME TELECOM LIMITED,HK
132785,SNU-AS Shiv Nadar University,IN
132784,PKONLINE-AS-IN PK Online Ventures Pvt Ltd,IN
132783,AMARNATHINTERNETSOLUTION-AS-IN AMARNATH INTERNET SOLUTION PVT LTD,IN
132781,UNICEL-AS Unicel Technologies Pvt Ltd,IN
132780,IITDEL-AS-IN Indian Institute of Technology Delhi,IN
41016,KTI-AS,DK
50507,EURAC-AS,IT
132789,PIVOTEL-AS-AP Pivotel Group Pty Limited,AU
132788,MOBIT-AS-AP MOBILINK IT AS,PK
9636,"SEONAM-AS SEONAM Infromation Telecom Co., Ltd.",KR
28394,Bicentel SA de CV,MX
25967,"OATI-2300 - OPEN ACCESS TECHNOLOGY INTERNATIONAL, INC.",US
25966,COHERENT - Coherent Inc.,US
25965,"BRAMCO - BRAMCO, LLC",US
25964,-Reserved AS-,ZZ
25963,TCCD-1 - Tarrant County College District,US
25962,ALC - Atlantic Lottery Corporation,CA
25961,ALYRICA - Alyrica Networks Inc.,US
25960,"SFP - Schurman Fine Papers, Inc.",US
25969,SLU - St. Louis University,US
25968,SELUNET - Southeastern Louisiana University,US
263533,JBS S.A.,BR
263532,VIAR TELECOM LTDA,BR
263531,Sfox empreendimentos de informatica Ltda - me,BR
263530,MICROSOL INFORMATICA LTDA,BR
263537,Luciana Zanette Branca Lião Borges - ME,BR
263536,Empresa de Telecomunicacoes da Alta Mogiana - AMG,BR
263535,REDE GLOBAL TECNOLOGIA LTDA ME,BR
263534,QUATRO IRMAOS COMERCIO E SERVICOS EM INFORMATICA E,BR
263539,NEW SYSTEM INTERNET,BR
263538,1TOC INFORMATICA LTDA,BR
31108,AKAMAI-VA,EU
31109,AKAMAI-LA,EU
3812,LTVIAS - Look Communications Inc.,CA
3813,SOGANG-AS-KR Sogang University,KR
3810,"VWMX-AS - Volkswagen Group of America, Inc.",US
3811,INTAC-AS - INTAC Access Corporation,US
23499,"ACM-ASN - Aurelius Capital Management, LP",US
23498,CDSI - COGECODATA,CA
3814,IMS-INTERCOM - IMS Intercom,US
3815,AQUILA - Aquila BBS Inc.,US
23495,"Hewlett-Packard Mexico, S. de R.L. de C.V.",MX
23494,HSC - Blue Cross Blue Shield of Illinois or Blue Cross Blue Shield of Texas,US
23497,NCWCOM - NORTH COAST WIRELESS COMMUNICATIONS,US
23496,CAMBIAHEALTH - Regence Blue Cross Blue Shield of Oregon,US
23491,TPCO-NY-GW01 - Thomas Publishing Company LLC,US
23490,"WESTDEVINC - West Development, INC.",US
23493,"ACUITY - Acuity, A Mutual Insurance Company",US
23492,NEZPERCETRIBE - Nez Perce Tribe,US
59869,GOTTHARDTV,HU
34627,OPENLINK-AS,RO
34624,MEGASPACE-AS,DE
34625,INX-AS,GB
21663,"GETWELL-NETWORK - Get Well Network, Inc.",US
34623,NETEGRAL,GB
34620,MIKRONET_LTD-AS,LV
34621,"SUNTELECOM-AS Str Pravat nr 6, bloc P4, apart 158, sect 6",RO
21682,"THELADDERS - TheLadders.com, Inc",US
34628,NTTCOMSECSE-AS,SE
21683,"GREENLIGHT - Greenlight Business Solutions, LLC",US
131788,FUTURINT-IN FUTURISTIC INTERNET SERVICES PRIVATE LIMITED,IN
131789,SWITCHLINK-AS-AP SWITCHLINK PTY LTD,AU
394925,AIRMAX-INTERNET-2 - AirMax Internet LLC,US
32808,UTAHBROADBAND-AS1 - Utah Broadband LLC,US
131782,IDNIC-BUMN-AS-ID Kementerian Badan Usaha Milik Negara,ID
131783,IDNIC-INDOMARET-AS-ID PT. Indomarco Prismatama,ID
131780,ORION-IX-AS-ID PT Orion Cyber Internet,ID
131781,IDNIC-UINMALANG-AS-ID Universitas Islam Negeri Maulana Malik Ibrahin (UIN Maliki),ID
131786,IDNIC-SPRINTASIA-AS-ID PT Sprint Asia Technology,ID
131787,KELTRON-IN Keltron House,IN
131784,IDNIC-SDPPI-SPEKTRUM-AS-ID Sumber Daya Dan Perangkat Pos Dan Informatika SIMS,ID
131785,IDNIC-MAHKAMAHAGUNG-AS-ID Mahkamah Agung RI,ID
50053,PENINSULA-BUSINESS-SERVICES,GB
50052,TORA-AS,UA
47665,CITYBOOK-SERVICES-LTD,IL
50050,NU Metropolitan Area Network,DE
50057,PARVAZ-SYSTEM,IR
50056,AI-NET,GB
50055,FREEBIRD-ASN,TR
50054,FOTKA-AS,PL
50059,ASN-MYSTREAM,FR
50058,GENERALDATACOMM,RU
53414,SYNTENIC-NET1 - CloudOps Inc.,CA
55263,UNITEDLEX - UnitedLex Corporation,US
55262,SAFELINK-WY - Safelink Internet,US
55261,DMISTL - DISTRIBUTION MANAGEMENT INC,US
32809,DRN-AS - Dickey Rural Networks,US
32668,-Reserved AS-,ZZ
32669,WACOMT2004 - WACOM TECHNOLOGY,US
55265,VITAS-HOSPICE-SMY-SCOTTS - Vitas Healthcare Corporation,US
55264,SABEYIGX - SABEY INTERGATEEXCHANGE LLC,US
32664,"CLOUDNET-AS2 - Cloudnet, Inc.",US
32665,SOCALGAS-1 - Southern California Gas Company,US
32666,CWRU-AS-1 - Case Western Reserve University,US
32667,"7-ELEVEN-NETWORK - 7-Eleven, Inc.",US
32660,AVP-NORTH-AMERICA - AVENTIS PASTEUR,US
32661,OLD-NATIONAL-BANCORP - Old National Bancorp,US
32662,"GMCR - GREEN MOUNTAIN COFFEE ROASTERS, INC.",US
32663,"KCML-3-ASN - Knighthead Capital Management, LLC",US
131254,NORTHPOWER-AS-AP Northpower Ltd,NZ
131255,CALIBERPOINT-BUSINESS-AS-AP Caliber Point Business Solutions Ltd,IN
131256,CATALYST-US-AS-AP Catalyst Business Solutions Pvt Ltd,IN
131257,"SRU-AS-AP Suratthani ratjabhat university, Thailand",TH
131250,TCISL-AS-AP TATA Communications Internet Services Ltd,IN
131251,DLS-DASMA Dasmarinas City Cavite,PH
131252,VONEX-AS-AP Vonex Pty Ltd,AU
131253,DLS-LIPA De La Salle-Lipa,PH
6161,"COMCAST-6161 - Comcast Cable Communications, LLC",US
6160,"SMARTS-1 - System Management ARTS, Inc.",US
6163,"INTERISLAND-AS-AP Inter-Island Information Systems, Inc",PH
21689,"CVHP-AS - Citrus Valley Health Partners, Inc.",US
131258,"DLS-CSB-SDA 905 Pablo Ocampo Street, Malate, Manila, 1004 Philippines",PH
131259,QOXY QOXY PTE LTD,SG
6167,CELLCO-PART - Cellco Partnership DBA Verizon Wireless,US
6166,RADIOMAIL - Radiomail Corp,US
44300,IPLS-AS IPLS autonomous system,RU
4999,SPRINTIPDIAL - Sprint,US
41116,ASHKELON-ACADEMIC-COLLEGE,IL
62906,PPUSA - PurePages USA,US
24614,SAKARYA-NET-AS,TR
24615,CUKUROVA-AS,TR
24612,PENZA-SVIAZINFORM-AS Penza branch,RU
24613,BURDA,RU
24610,OPTIMA-PHARM-AS,UA
24611,"DCLUX-AS 2, rue L?on Laval",LU
62900,COLOMX-LLC - ColoMX LLC,US
24618,BIGLINE-AS Kharkov,UA
24619,CDMPEKAO-AS,PL
135579,"YINGDA-CN Shenzhen yingda communication technology co., LTD.",CN
135578,DIT-AS-AP Muhammad Nasir t/a Dhaka Information Technology,BD
327756,AIRTEL-TD,TD
135575,"HAOMENG-AS Guangzhou Haomeng Computer Technology Co., Ltd.",CN
135577,SAP-CN-SHA SAP,SG
135576,GEG-AS-AP GRAYS (NSW) PTY LTD,AU
135571,TLKM-TIARE-IXP-AS-AP Telikom PNG Ltd,PG
135570,CERNET2-SGECN-AS-AP Space-ground Experimental Communication Network,CN
135573,MBC-AS-AP mediatti broadband communications,JP
135572,ACTINT-AS-AP ACT International Telecom Limited,HK
38990,AGNITIO-AS,NO
38991,PFS,PL
38992,CELLCOM-ASN,IL
38993,RENOVA-PT-AS,PT
22728,"THINKSIS - Software Information Systems, LLC",US
22729,FRII - Front Range Internet Inc.,US
38996,MTSNET-SYKTYVKAR-AS,RU
38997,INTRANET-AS,RO
22724,PUNTONET S.A.,EC
131221,PBRU-AS-AP Petchaburi Rajabhat University,TH
22726,C.A. Vencemos,VE
22727,USADATANET - US Data Net,US
22720,RACKSPACE-AUS - Rackspace Hosting,US
22721,SPC-12 - Saint Peter's University,US
22722,"SEVONE - SevOne, Inc.",US
22723,UN - United Nations,US
31816,NMDP - National Marrow Donor Program,US
31817,PSC - Progress Software Corp - CSG,US
31814,FSI - FlightSafety International,US
31815,"MEDIATEMPLE - Media Temple, Inc.",US
31812,-Reserved AS-,ZZ
31813,-Reserved AS-,ZZ
31810,AOTL-AS,TZ
31811,MTCC - Manti Tele Communication Company,US
54817,ALDEN-HOSTING - ALDEN HOSTING LLC,US
31818,RIDGEWOODPOWER-NJ - Ridgewood Power,US
31819,PRAESES - Praeses Corporation,US
20857,"TRANSIP-AS Amsterdam, the Netherlands",NL
6133,"Red Nacional de Guatemala, MAYANet",GT
54814,FAMILY-VIEW - FamilyView Cablevision,US
9033,ECIX-AS Peering GmbH,DE
56357,TUM-I8-AS Chair for Network Architectures and Services,DE
5122,DNIC-ASBLK-05120-05376 - DoD Network Information Center,US
59867,MINE,DE
6136,"NWRAINET - NW RAIN.net, Inc",US
9771,KISTEP-AS KISTEP,KR
6137,"SISNA - SISNA, Inc.",US
8523,BASEFARM-SE-ASN Basefarm AB. Stockholm - Sweden,SE
20850,"VALORKIEV-AS Kharkov, Ukraine",UA
53415,TRB-ASN - TRB Advisors LP,US
8522,FORTH-AS,GR
9030,DEVCON-AS,DE
6135,"Terra Networks Mexico, S.A. de C.V.",MX
5123,DNIC-ASBLK-05120-05376 - DoD Network Information Center,US
53837,"SBDN-AS - ServedBy the Net, LLC.",US
4518,"TELECOM - Comptrodex, Inc.",US
43649,RYGVEDA-AS,LT
64891,-Private Use AS-,ZZ
4512,"PCWNET - PCW Microsystem, Inc.",US
395387,GRANDANDTOY - Grand and Toy,CA
4510,MAGMA-AS4509-AS4510 - Magma Communications Ltd.,CA
44465,SAMA-AS,SA
4516,TRENDLINE - Trendline,IL
4517,VOLANT - Volant,US
4514,"AS-JCM - JASINKIEWICZ CAPITAL MANAGEMENT, LLC",US
4515,ERX-STAR PCCW IMSBiz,HK
8524,eg-auc,EG
64895,-Private Use AS-,ZZ
5289,DNIC-ASBLK-05120-05376 - DoD Network Information Center,US
35917,"TSONET-1 - Tesoro Companies, Inc.",US
35916,MULTA-ASN1 - MULTACOM CORPORATION,US
5281,DNIC-ASBLK-05120-05376 - DoD Network Information Center,US
5280,DNIC-ASBLK-05120-05376 - DoD Network Information Center,US
5283,DNIC-ASBLK-05120-05376 - DoD Network Information Center,US
5282,DNIC-ASBLK-05120-05376 - DoD Network Information Center,US
5285,DNIC-ASBLK-05120-05376 - DoD Network Information Center,US
35915,TRG1301 - THE ROYAL GROUP,US
5287,DNIC-ASBLK-05120-05376 - DoD Network Information Center,US
5286,DNIC-ASBLK-05120-05376 - DoD Network Information Center,US
64898,-Private Use AS-,ZZ
35914,ARMOR-DEFENSE - Armor Defense Inc,US
28291,MINISTERIO DA SAUDE,BR
64899,-Private Use AS-,ZZ
35913,-Reserved AS-,ZZ
59860,ASTVSATPLUS,BY
35912,ANCHOR-COMPUTER-INC - Anchor Computer Inc.,US
63367,-Reserved AS-,ZZ
8029,"MSERVE-AS - Microserve, Inc.",US
43595,UGRESHA-NET-AS,RU
35911,BNQ-1 - Telebec,CA
63366,TINTRI - Tintri Inc.,US
59882,PERSIA-ASN,IR
35910,LOVES-TRAVEL-STOPS - Love's Travel Stops & Country Stores Inc.,US
53458,GROSV - Grosvenor Capital Management L.P.,US
42951,RADIOLYNX-AS,RO
42950,"ITSYSTEMS-AS Al. Valea Florilor, Nr.4 Bl.P10, Sc.G, Ap.139",RO
53459,"ISC-F-AS - Internet Systems Consortium, Inc.",US
42955,TKDIALOG-AS,RU
42954,KRASTEL-AS,RU
42957,INASSET-AS,IT
42959,ONLINE-UA,UA
42958,SENIOR-AS,GB
59863,NORSKREGNESENTRAL,NO
264012,CELINTON RODRIGO SCHIMANOSKI ME,BR
5209,DNIC-ASBLK-05120-05376 - DoD Network Information Center,US
61854,CLICKNET TELECOM PROVEDOR DE INTERNET LTDA,BR
9478,MICRO2000-AS-AP Micro 2000 Ltd. - Border AS,HK
203139,CMFT-CDN,RU
203138,AITI-AS,RU
9479,OTG-AU Operations & Technology Group,AU
29081,WVNET-AT-AS,AT
203131,EC-PHOSAGRO,RU
203130,HEIG-VD,CH
203133,SUNPOWERFR,FR
203132,SYSS,DE
203135,EXADEL-AS,BY
203134,SPINESYSTEMS-AS,LB
203137,NORMBENZ,HU
203136,ORDUNET,GE
202842,ASNHTSS,RO
202843,PLAYBOXTECHML,BG
202840,ELMITEL,SI
202841,AS_FUJIKURAAUTOMOTIVE,ES
202846,RWEINNOGY,DE
202847,SVLFG-NET,DE
202844,AIRSIP_TELECOMUNICACIONES_ASN,ES
202845,"ISP-TELECOM-AS ISP-TELECOM, LLC",RU
39711,TRAN-AS,RU
29084,COMNET-AS,BG
202848,YAMALNET,RU
202849,PDR-NSK,RU
39715,WEBSTORE-AS,FR
39714,AS-IPSWICH-KG,KG
39717,POLESTAR-AS,GB
29085,PORSCHE-AS,AT
9035,ASN-WIND,IT
29086,GITY-AS G-NET,CZ
9473,BOURSEDATA-AS-AP Bourse Data Australia,AU
63991,ARROWNETPVTLTD-NP Arrownet Pvt.Ltd,NP
53455,"OCIOASN - Government of Newfoundland and Labrador, Office of the Chief Information Officer",CA
12932,TELETEXT-LTD-AS,RU
12933,"DONBASS-IX Donetsk, Ukraine",UA
12930,CARDCOMPLETE-AS,AT
12931,"IDKOM Kempten, Germany",DE
12936,ECCE-TERRAM-DE,DE
44464,JETNETDATA,RO
41798,TTC-AS,KZ
12935,NOCOM Central node,SE
41796,DAG-AS,PL
41797,ACN-AS,IR
12938,IBHRAN-AS,RU
12939,HANSE-AS,SE
41792,FTC-TELECON-AS,EE
33283,MCSERVICES - MC Services,US
41790,ASN-TELEAUDIO,PL
41791,UGMKUA-AS,UA
7045,"WEATHER - THE WEATHER CHANNEL, LLC",US
7044,CSACNETWORKS - Computer Systems Authority,US
7047,TDSYS - Trident Data Sytems,US
33282,-Reserved AS-,ZZ
7041,DALCOMP - Dalcomp,US
7040,"RECKNER - J. Reckner Associates, Inc.",US
7043,FASEB-AS - FASEB,US
7042,"OLYMPUSNET - Townsend Communications, Inc",US
33285,SHENANDOAH-LIFE-INSURANCE-COMPANY - Shenandoah Life Insurance Company,US
16478,COLONIALNET-IU20 - Colonial IU 20,US
7049,Silica Networks Argentina S.A.,AR
7048,Linha Livre Internet Ltda,BR
33284,"LBI-ASN - LBiSat, LLC",US
61869,Mundo Digital Provedor,BR
33287,"COMCAST-33287 - Comcast Cable Communications, LLC",US
65412,-Private Use AS-,ZZ
33286,TURLOCK-IRRIGATION-DISTICT - Turlock Irrigation District,US
60071,RENDSZERNET-AS,HU
65411,-Private Use AS-,ZZ
37708,AFRINIC-MAIN,MU
61973,ROHDE-AS,DE
63993,PSYCHZNETWORKS-AP Psychz Networks,AU
37709,Cloud-Temple,TN
65417,-Private Use AS-,ZZ
49866,LOOPBACK,FI
59881,GRW-AS,RU
61975,GLOBALNET-AS,BG
718,DNIC-AS-00718 - DoD Network Information Center,US
49867,XNETCONSULTING,CH
30778,KIELMAN-COM-AS,PL
30779,"INETKR-AS Krivoy Rog, Ukraine",UA
6989,GTSI - Government Technology Services Inc.,US
6988,STREAM - Stream International,US
30774,ESC-ASN,DE
30775,MKS-AS,LT
6985,DIXON - Dixon Networking,US
30777,ZPIX-AS Zaporozhye Internet Exchange,UA
6983,"ITCDELTA - Earthlink, Inc.",US
30771,CYCLE-AS,UA
30772,LEONET,DK
49861,SAHSUVAROGLU-AS,TR
8442,SWOL Neckarstrasse 1-5,DE
63994,"VEI-AP Venatus Entertainment, Inc.",AU
49862,BLUENEXT-AS,FR
54089,OPTECH - Operational Technologies Corporation,US
61039,ZMZ,RU
7590,COMSATS Commission on Science and Technology for,PK
49863,LITE-TELECOM-AS,RU
65419,-Private Use AS-,ZZ
61038,UNIASTRUM-AS,RU
14695,"CP-HQ-DTC1 - Cresa Partners, LLC",US
14694,-Reserved AS-,ZZ
14697,"SCS-AS - SUPERIOR CENTRAL STATION, INC.",US
14696,GU-LFTC - GLOBALFOUNDRIES U.S. Inc.,US
14691,-Reserved AS-,ZZ
14690,PEORIAUSD11 - Peoria Unified School District,US
14693,BAPTIST-HEALTH-AS - Baptist Health,US
14699,ASN-EVOLUTION-1 - Evolution Markets,US
14698,"GRANDECOM-AS2 - Grande Communications Networks, LLC",US
61035,MX-TELECOM-AS,RU
63995,DELTA-BD Delta,BD
47828,VALITOR-AS,IS
47829,TELINDUSBV-AS,NL
47826,BENTELER,DE
47827,UK-METALLOINVEST-AS,RU
47824,MERCURIOFVG-AS,IT
47825,SIMBIOTEL-AS,DE
47822,YANTELECOMAS -=FiberNet=-,AM
47823,MOGHADDAS-AS,DE
47820,AS-CEGID,FR
47821,SOLTECH-AS,UA
7328,CHOP - The Children's Hospital of Philadelphia,US
61036,FANAVADP-AS BGP-Peering With Ava-Barid,IR
61031,ESCOMTEL-AS,RU
53528,SHARP-ASN - Sharp Electronics Corporation,US
61385,"SATCOMAR-AS COSTACHE NEGRI BL. B5, AP. 2",RO
61030,"NSHOST-AS Ovidiu, nr. 15 bl. LC5, sc.1 ,ap.1",RO
23023,"INTUITIVE - Intuitive Surgical, Inc.",US
40448,"MIXEDMEDIALABS - Mixed Media Labs, Inc.",US
8021,PCNET - Paradigm Communications Inc.,US
64472,RSIL,PT
40441,"OX-DALLAS - OptionsXpress, Inc.",US
40440,CENTARRA - Centarra Networks Inc.,US
40443,"ADP-DC - CDK Global, LLC",US
40442,"ARCUSTECH - Arcustech, LLC",US
40445,"RISE-UT-LASTMILE-AS40045 - JAB Wireless, INC.",US
